zipcode,state,income,latitude,longitude,
70544,LA,31713,29.91,-91.67,
70546,LA,56054,30.22,-92.65,
70548,LA,35781,30,-92.28,
70549,LA,14672,30.07,-92.8,
70550,LA,0,30.52,-92.19,
70551,LA,0,30.46,-91.98,
70552,LA,6493,30.07,-91.67,
70554,LA,15495,30.63,-92.41,
70555,LA,39710,30.1,-92.12,
70556,LA,0,30.19,-92.56,
70558,LA,0,30.1,-92.08,
70559,LA,7165,30.12,-92.49,
70560,LA,110695,30,-91.81,
70562,LA,0,30,-91.81,
70563,LA,98827,30.02,-91.71,
70569,LA,0,29.92,-91.78,
70570,LA,113375,30.52,-92.08,
70571,LA,0,30.52,-92.08,
70575,LA,0,29.95,-92.16,
70576,LA,0,30.78,-92.42,
70577,LA,17987,30.55,-91.95,
70578,LA,59670,30.23,-92.26,
70580,LA,0,30.68,-92.43,
70581,LA,3830,30.23,-92.74,
70582,LA,66882,30.12,-91.83,
70583,LA,48596,30.23,-92.09,
70584,LA,33523,30.4,-92.06,
70585,LA,0,30.88,-92.41,
70586,LA,62603,30.69,-92.28,
70589,LA,15950,30.61,-92.05,
70591,LA,20479,30.23,-92.81,
70592,LA,153961,30.09,-91.99,
70593,LA,0,30.21,-92.02,
70596,LA,0,30.21,-92.02,
70598,LA,0,30.21,-92.02,
70601,LA,109529,30.21,-93.2,
70602,LA,0,30.21,-93.2,
70605,LA,264354,30.13,-93.27,
70606,LA,0,30.21,-93.2,
70607,LA,93806,30.04,-93.19,
70609,LA,0,30.21,-93.2,
70611,LA,112111,30.35,-93.2,
70612,LA,0,30.21,-93.2,
70615,LA,37356,30.26,-93.13,
70616,LA,0,30.21,-93.2,
70629,LA,0,30.21,-93.2,
70630,LA,10613,30.11,-92.96,
70631,LA,4559,29.79,-93.29,
70632,LA,1518,29.84,-93.06,
70633,LA,32059,30.37,-93.4,
70634,LA,96478,30.77,-93.24,
70637,LA,3784,30.66,-93.04,
70638,LA,0,30.86,-92.79,
70639,LA,1753,30.98,-93.5,
70640,LA,0,30.37,-92.9,
70643,LA,1448,29.76,-92.97,
70644,LA,0,30.78,-92.94,
70645,LA,7120,29.96,-93.43,
70646,LA,0,30.1,-92.92,
70647,LA,60218,30.23,-93.01,
70648,LA,24659,30.48,-92.84,
70650,LA,0,30.23,-92.92,
70651,LA,0,30.5,-92.94,
70652,LA,10322,30.6,-93.23,
70653,LA,10194,30.75,-93.53,
70654,LA,1297,30.66,-92.88,
70655,LA,8545,30.61,-92.76,
70656,LA,12014,30.93,-92.93,
70657,LA,23101,30.51,-93.23,
70658,LA,3352,30.51,-93.04,
70659,LA,0,30.92,-93.28,
70660,LA,6315,30.65,-93.41,
70661,LA,6797,30.31,-93.66,
70662,LA,1381,30.83,-93.01,
70663,LA,119434,30.22,-93.35,
70664,LA,0,30.22,-93.35,
70665,LA,67278,30.12,-93.45,
70668,LA,21387,30.19,-93.58,
70669,LA,41897,30.25,-93.25,
70704,LA,0,30.58,-91.15,
70706,LA,98734,30.61,-90.91,
70707,LA,0,30.21,-90.92,
70710,LA,29043,30.35,-91.26,
70711,LA,20846,30.52,-90.61,
70712,LA,0,30.96,-91.6,
70714,LA,57805,30.58,-91.15,
70715,LA,3621,30.84,-91.66,
70718,LA,0,30.2,-90.93,
70719,LA,22137,30.39,-91.25,
70721,LA,1879,30.22,-91.1,
70722,LA,30363,30.86,-91.01,
70723,LA,4577,30.02,-90.82,
70725,LA,6483,30.14,-90.94,
70726,LA,228182,30.47,-90.95,
70727,LA,0,30.47,-90.95,
70728,LA,0,30.29,-90.93,
70729,LA,5099,30.59,-91.34,
70730,LA,16980,30.81,-91.11,
70732,LA,4610,30.59,-91.61,
70733,LA,8442,30.31,-90.8,
70734,LA,47680,30.23,-91.01,
70736,LA,2121,30.63,-91.33,
70737,LA,225065,30.21,-90.92,
70738,LA,0,30.23,-90.93,
70739,LA,82531,30.52,-91,
70740,LA,5390,30.41,-91.43,
70743,LA,0,30.03,-90.78,
70744,LA,18722,30.58,-90.67,
70747,LA,0,30.88,-91.69,
70748,LA,21628,30.83,-91.21,
70749,LA,6586,30.63,-91.41,
70750,LA,6561,30.53,-91.75,
70752,LA,4520,30.59,-91.41,
70753,LA,2595,30.93,-91.7,
70754,LA,45381,30.5,-90.74,
70755,LA,9180,30.56,-91.55,
70756,LA,2216,30.55,-91.64,
70757,LA,10148,30.49,-91.51,
70759,LA,5478,30.73,-91.59,
70760,LA,25869,30.69,-91.45,
70761,LA,3873,30.96,-91.1,
70762,LA,6910,30.58,-91.47,
70763,LA,25094,30.04,-90.74,
70764,LA,63887,30.28,-91.24,
70765,LA,0,30.28,-91.24,
70767,LA,67127,30.45,-91.2,
70769,LA,286474,30.3,-90.97,
70770,LA,22051,30.64,-91,
70772,LA,4015,30.44,-91.45,
70773,LA,0,30.61,-91.36,
70774,LA,52730,30.19,-90.78,
70775,LA,63051,30.78,-91.37,
70776,LA,18274,30.28,-91.07,
70777,LA,19416,30.71,-91.14,
70778,LA,13924,30.18,-90.86,
70780,LA,4994,30.29,-91.17,
70782,LA,0,30.93,-91.56,
70783,LA,14444,30.69,-91.4,
70784,LA,0,30.88,-91.35,
70785,LA,93066,30.48,-90.86,
70786,LA,0,30.57,-90.95,
70787,LA,0,30.96,-91.44,
70788,LA,14500,30.16,-91.14,
70789,LA,1835,30.91,-91.11,
70791,LA,144952,30.66,-91.15,
70792,LA,0,30.02,-90.78,
70801,LA,2592,30.45,-91.19,
70802,LA,46618,30.44,-91.18,
70803,LA,0,30.41,-91.18,
70804,LA,0,30.44,-91.12,
70805,LA,43174,30.49,-91.16,
70806,LA,148949,30.44,-91.12,
70807,LA,26839,30.54,-91.22,
70808,LA,311129,30.4,-91.14,
70809,LA,228060,30.39,-91.07,
70810,LA,434825,30.33,-91.09,
70811,LA,34200,30.54,-91.13,
70812,LA,23886,30.5,-91.11,
70813,LA,0,30.44,-91.12,
70814,LA,43585,30.49,-91.07,
70815,LA,95591,30.46,-91.07,
70816,LA,177517,30.43,-91.02,
70817,LA,242907,30.38,-90.98,
70818,LA,49486,30.54,-91.05,
70819,LA,12774,30.47,-91.01,
70820,LA,63488,30.37,-91.2,
70821,LA,0,30.44,-91.12,
70822,LA,0,30.44,-91.12,
70823,LA,0,30.44,-91.12,
70825,LA,0,30.44,-91.12,
70826,LA,0,30.44,-91.12,
70827,LA,0,30.44,-91.12,
70831,LA,0,30.44,-91.12,
70833,LA,0,30.44,-91.12,
70835,LA,0,30.44,-91.12,
70836,LA,0,30.39,-91.09,
70837,LA,0,30.44,-91.12,
70873,LA,0,30.45,-91.18,
70874,LA,0,30.44,-91.12,
70879,LA,0,30.44,-91.12,
70884,LA,0,30.44,-91.12,
70891,LA,0,30.45,-91.18,
70892,LA,0,30.44,-91.12,
70893,LA,0,30.44,-91.12,
70894,LA,0,30.44,-91.12,
70895,LA,0,30.44,-91.12,
70896,LA,0,30.44,-91.12,
70898,LA,0,30.44,-91.12,
71001,LA,12448,32.55,-92.92,
71002,LA,0,32.11,-93.11,
71003,LA,3730,32.65,-93.02,
71004,LA,2130,32.75,-93.83,
71006,LA,91198,32.69,-93.74,
71007,LA,3700,32.36,-93.99,
71008,LA,2008,32.36,-92.97,
71009,LA,0,32.59,-93.88,
71016,LA,6273,32.25,-93.16,
71018,LA,4067,32.81,-93.42,
71019,LA,31506,32.02,-93.34,
71021,LA,0,32.97,-93.44,
71023,LA,11945,32.51,-93.41,
71024,LA,4321,32.53,-93.23,
71027,LA,8066,32.23,-93.67,
71028,LA,4390,32.53,-93.05,
71029,LA,0,32.82,-93.84,
71030,LA,6474,32.19,-93.82,
71031,LA,2841,32.02,-92.91,
71032,LA,11679,32.08,-93.8,
71033,LA,14760,32.44,-93.97,
71034,LA,796,32.17,-93.3,
71037,LA,95254,32.53,-93.5,
71038,LA,11163,32.96,-93.13,
71039,LA,7030,32.45,-93.26,
71040,LA,21693,32.79,-93.05,
71043,LA,1505,32.88,-93.88,
71044,LA,2239,33,-93.89,
71045,LA,1886,32.33,-93.2,
71046,LA,7210,32.15,-93.96,
71047,LA,43513,32.29,-93.92,
71048,LA,0,32.84,-92.85,
71049,LA,12030,31.97,-93.99,
71050,LA,0,32.09,-93.95,
71051,LA,9144,32.34,-93.49,
71052,LA,29258,32.03,-93.7,
71055,LA,68417,32.61,-93.28,
71058,LA,0,32.61,-93.28,
71060,LA,9590,32.68,-93.96,
71061,LA,4573,32.74,-93.97,
71063,LA,2397,31.89,-93.55,
71064,LA,9522,32.9,-93.69,
71065,LA,3363,31.81,-93.51,
71066,LA,0,31.87,-93.2,
71067,LA,9883,32.61,-93.49,
71068,LA,9636,32.32,-93.28,
71069,LA,1280,32.97,-93.99,
71070,LA,4590,32.16,-92.97,
71071,LA,8830,32.89,-93.45,
71072,LA,4971,32.94,-93.29,
71073,LA,6785,32.54,-93.29,
71075,LA,15459,33,-93.46,
71078,LA,36052,32.26,-93.81,
71079,LA,0,32.93,-92.8,
71080,LA,0,32.56,-93.14,
71082,LA,12003,32.87,-93.98,
71101,LA,31788,32.51,-93.75,
71102,LA,0,32.47,-93.79,
71103,LA,9736,32.49,-93.77,
71104,LA,49599,32.48,-93.73,
71105,LA,109915,32.46,-93.71,
71106,LA,263033,32.38,-93.73,
71107,LA,98352,32.6,-93.86,
71108,LA,33321,32.47,-93.79,
71109,LA,34618,32.47,-93.81,
71110,LA,10726,32.51,-93.6,
71111,LA,195207,32.57,-93.7,
71112,LA,117918,32.44,-93.63,
71113,LA,0,32.51,-93.66,
71115,LA,110724,32.27,-93.58,
71118,LA,78491,32.39,-93.8,
71119,LA,45260,32.49,-93.93,
71120,LA,0,32.47,-93.79,
71129,LA,44080,32.39,-93.91,
71130,LA,0,32.47,-93.79,
71133,LA,0,32.47,-93.79,
71134,LA,0,32.47,-93.79,
71135,LA,0,32.47,-93.79,
71136,LA,0,32.47,-93.79,
71137,LA,0,32.47,-93.79,
71138,LA,0,32.47,-93.79,
71148,LA,0,32.47,-93.79,
71149,LA,0,32.47,-93.79,
71150,LA,0,32.52,-93.75,
71151,LA,0,32.47,-93.79,
71152,LA,0,32.47,-93.79,
71153,LA,0,32.47,-93.79,
71154,LA,0,32.47,-93.79,
71156,LA,0,32.47,-93.79,
71161,LA,0,32.47,-93.79,
71162,LA,0,32.47,-93.79,
71163,LA,0,32.47,-93.79,
71164,LA,0,32.47,-93.79,
71165,LA,0,32.47,-93.79,
71166,LA,0,32.47,-93.79,
71171,LA,0,32.51,-93.66,
71172,LA,0,32.51,-93.66,
71201,LA,123296,32.53,-92.11,
71202,LA,39823,32.4,-92.06,
71203,LA,132257,32.51,-92.08,
71207,LA,0,32.51,-92.08,
71209,LA,0,32.53,-92.07,
71210,LA,0,32.51,-92.08,
71211,LA,0,32.51,-92.08,
71212,LA,0,32.51,-92.08,
71213,LA,0,32.51,-92.08,
71217,LA,0,32.49,-92.1,
71218,LA,0,32.36,-91.73,
71219,LA,4405,32.25,-91.74,
71220,LA,53929,32.77,-91.9,
71221,LA,0,32.77,-91.9,
71222,LA,8552,32.82,-92.65,
71223,LA,817,32.91,-91.67,
71225,LA,39849,32.5,-92.34,
71226,LA,5762,32.3,-92.45,
71227,LA,21352,32.53,-92.51,
71229,LA,5091,32.68,-91.87,
71230,LA,0,32.24,-91.59,
71232,LA,21454,32.45,-91.48,
71233,LA,0,32.33,-90.93,
71234,LA,17294,32.62,-92.41,
71235,LA,18159,32.69,-92.65,
71237,LA,3030,32.6,-91.47,
71238,LA,10893,32.39,-92.42,
71240,LA,0,32.64,-92.07,
71241,LA,34572,32.77,-92.4,
71242,LA,0,32.79,-91.41,
71243,LA,0,31.97,-91.81,
71245,LA,6013,32.52,-92.71,
71247,LA,0,32.27,-92.72,
71249,LA,0,32.03,-91.71,
71250,LA,0,32.94,-91.55,
71251,LA,23480,32.23,-92.71,
71253,LA,0,32.99,-91.31,
71254,LA,13548,32.81,-91.18,
71256,LA,1632,32.92,-92.66,
71259,LA,6329,32.3,-91.78,
71260,LA,8793,32.89,-92.23,
71261,LA,6329,32.77,-91.79,
71263,LA,25240,32.86,-91.39,
71264,LA,4567,32.62,-91.77,
71266,LA,4604,32.73,-91.43,
71268,LA,12267,32.34,-92.72,
71269,LA,39348,32.47,-91.75,
71270,LA,117639,32.53,-92.63,
71272,LA,0,32.53,-92.65,
71273,LA,0,32.53,-92.63,
71275,LA,8384,32.53,-92.78,
71276,LA,0,32.57,-91.15,
71277,LA,4779,32.93,-92.6,
71279,LA,0,32.49,-91.86,
71280,LA,21079,32.69,-92.06,
71281,LA,0,32.56,-91.98,
71282,LA,18253,32.4,-91.18,
71284,LA,0,32.4,-91.18,
71286,LA,1698,32.66,-91.25,
71291,LA,150404,32.51,-92.14,
71292,LA,68017,32.4,-92.21,
71294,LA,0,32.51,-92.14,
71295,LA,37320,32.16,-91.72,
71301,LA,79212,31.29,-92.46,
71302,LA,36170,31.2,-92.37,
71303,LA,106019,31.28,-92.55,
71306,LA,0,31.29,-92.46,
71307,LA,0,31.29,-92.46,
71309,LA,0,31.29,-92.46,
71315,LA,0,31.29,-92.46,
71316,LA,0,31.25,-91.76,
71320,LA,0,31.1,-91.9,
71322,LA,21037,30.95,-92.18,
71323,LA,3042,31.27,-92.21,
71324,LA,0,32.09,-91.69,
71325,LA,5458,31.01,-92.28,
71326,LA,2763,31.72,-91.53,
71327,LA,11959,30.98,-92.05,
71328,LA,30573,31.34,-92.15,
71329,LA,0,30.92,-91.94,
71330,LA,0,31.11,-92.24,
71331,LA,3713,31.21,-92.15,
71333,LA,2194,30.95,-92.1,
71334,LA,20149,31.63,-91.55,
71336,LA,4295,32.05,-91.65,
71339,LA,0,31.03,-91.93,
71340,LA,3966,31.76,-91.81,
71341,LA,9970,31.05,-92.12,
71342,LA,27280,31.68,-92.12,
71343,LA,21521,31.62,-91.83,
71345,LA,0,30.73,-91.98,
71346,LA,10817,31.08,-92.39,
71348,LA,0,31.36,-92.4,
71350,LA,12400,31.05,-92.05,
71351,LA,32796,31.12,-92.06,
71353,LA,4680,30.69,-91.74,
71354,LA,7223,31.4,-91.75,
71355,LA,9326,31.03,-91.98,
71356,LA,1372,30.82,-92.01,
71357,LA,4774,32.07,-91.23,
71358,LA,3186,30.71,-91.9,
71359,LA,0,31.33,-92.41,
71360,LA,130446,31.33,-92.41,
71361,LA,0,31.33,-92.41,
71362,LA,7770,30.96,-91.98,
71363,LA,0,31.64,-91.99,
71365,LA,0,31.33,-92.23,
71366,LA,5931,31.95,-91.37,
71367,LA,4471,30.88,-92.3,
71368,LA,3590,31.84,-91.65,
71369,LA,6576,30.98,-91.81,
71371,LA,7844,31.63,-92.24,
71373,LA,21319,31.56,-91.44,
71375,LA,1881,31.8,-91.38,
71377,LA,0,31.61,-91.79,
71378,LA,5181,31.98,-91.65,
71401,LA,0,31.8,-91.95,
71403,LA,17554,31.25,-93.34,
71404,LA,2468,31.8,-92.73,
71405,LA,18163,31.41,-92.41,
71406,LA,0,31.73,-93.5,
71407,LA,3903,31.51,-92.49,
71409,LA,28273,31.31,-92.7,
71410,LA,0,31.96,-92.77,
71411,LA,7621,31.89,-93.11,
71414,LA,0,31.83,-93.02,
71415,LA,0,32.02,-92.13,
71416,LA,1814,31.54,-92.9,
71417,LA,13787,31.51,-92.7,
71418,LA,21217,32.1,-92.07,
71419,LA,8992,31.78,-93.69,
71422,LA,4910,32.07,-92.65,
71423,LA,18733,31.57,-92.52,
71424,LA,4930,31.18,-92.67,
71425,LA,0,31.89,-91.88,
71426,LA,0,31.49,-93.46,
71427,LA,705,31.4,-92.86,
71428,LA,0,31.58,-93.11,
71429,LA,11210,31.44,-93.45,
71430,LA,9220,31.05,-92.52,
71431,LA,0,31.26,-92.69,
71432,LA,3441,31.75,-92.38,
71433,LA,12773,30.97,-92.58,
71434,LA,0,31.44,-92.94,
71435,LA,11070,32.04,-92.11,
71438,LA,6795,31.12,-92.82,
71439,LA,6140,31.32,-93.39,
71440,LA,0,31.89,-92.39,
71441,LA,2159,31.95,-92.15,
71443,LA,0,31.33,-93.16,
71446,LA,72076,31.13,-93.27,
71447,LA,4509,31.46,-92.77,
71448,LA,0,31,-92.51,
71449,LA,34092,31.56,-93.47,
71450,LA,3484,31.8,-93.39,
71452,LA,0,31.57,-92.95,
71454,LA,7659,31.66,-92.88,
71455,LA,0,31.36,-92.93,
71456,LA,5585,31.67,-93.04,
71457,LA,91005,31.75,-93.09,
71458,LA,0,31.75,-93.09,
71459,LA,23952,31.05,-93.22,
71460,LA,0,31.46,-93.61,
71461,LA,7975,31.12,-93.29,
71462,LA,5031,31.69,-93.68,
71463,LA,24362,30.81,-92.65,
71465,LA,10196,31.89,-92.23,
71466,LA,1938,31.22,-92.75,
71467,LA,19048,31.52,-92.4,
71468,LA,2785,31.65,-93.2,
71469,LA,9251,31.69,-93.3,
71471,LA,0,31.78,-92.89,
71472,LA,1223,31.19,-92.78,
71473,LA,1172,32.07,-92.48,
71474,LA,0,31.25,-93.01,
71475,LA,0,31.2,-93.12,
71477,LA,0,31.38,-92.42,
71479,LA,2186,31.82,-92.32,
71480,LA,0,31.86,-92.29,
71483,LA,28122,31.92,-92.64,
71485,LA,16696,31.15,-92.5,
71486,LA,14972,31.64,-93.61,
71496,LA,0,31.13,-93.27,
71497,LA,0,31.75,-93.09,
71601,AR,26391,34.21,-92.01,
71602,AR,56861,34.27,-92.09,
71603,AR,94443,34.12,-92.09,
71611,AR,0,34.21,-92.01,
71612,AR,0,34.27,-92.09,
71613,AR,0,34.21,-92.01,
71630,AR,0,33.6,-91.2,
71631,AR,1327,33.57,-92.26,
71635,AR,35641,33.12,-91.96,
71638,AR,6205,33.52,-91.43,
71639,AR,17149,33.88,-91.48,
71640,AR,5219,33.11,-91.26,
71642,AR,1944,33.39,-91.89,
71643,AR,2438,33.98,-91.56,
71644,AR,2091,34.07,-91.69,
71646,AR,19621,33.22,-91.79,
71647,AR,4186,33.44,-92.17,
71651,AR,0,33.34,-92.28,
71652,AR,2655,33.86,-92.29,
71653,AR,17687,33.32,-91.28,
71654,AR,13422,33.62,-91.39,
71655,AR,45792,33.62,-91.79,
71656,AR,0,33.62,-91.79,
71657,AR,0,33.62,-91.79,
71658,AR,1199,33.32,-91.56,
71659,AR,0,34.15,-91.79,
71660,AR,2684,33.76,-92.19,
71661,AR,0,33.12,-91.54,
71662,AR,0,33.84,-91.51,
71663,AR,3205,33.23,-91.51,
71665,AR,20000,33.95,-92.19,
71666,AR,0,33.76,-91.28,
71667,AR,22807,33.94,-91.84,
71670,AR,3678,33.71,-91.45,
71671,AR,23579,33.61,-92.06,
71674,AR,1714,33.89,-91.25,
71675,AR,5578,33.62,-91.92,
71676,AR,1212,33.05,-91.57,
71677,AR,0,33.77,-91.47,
71678,AR,0,34.02,-91.77,
71701,AR,57111,33.56,-92.84,
71711,AR,0,33.64,-92.72,
71720,AR,6452,33.72,-92.61,
71721,AR,0,33.85,-93.19,
71722,AR,0,33.71,-93.13,
71724,AR,0,33.32,-92.53,
71725,AR,1093,34.07,-92.55,
71726,AR,2674,33.69,-93.01,
71728,AR,0,34.01,-92.99,
71730,AR,134796,33.21,-92.66,
71731,AR,0,33.21,-92.66,
71740,AR,5107,33.09,-93.19,
71742,AR,13336,33.81,-92.41,
71743,AR,10323,33.91,-93.14,
71744,AR,10066,33.53,-92.46,
71745,AR,0,33.51,-92.4,
71747,AR,2046,33.04,-92.18,
71748,AR,0,33.91,-92.44,
71749,AR,8933,33.02,-92.72,
71750,AR,0,33.23,-92.48,
71751,AR,2932,33.39,-92.79,
71752,AR,1999,33.34,-93.2,
71753,AR,49325,33.27,-93.23,
71754,AR,0,33.27,-93.23,
71758,AR,1579,33.31,-92.94,
71759,AR,0,33.31,-92.66,
71762,AR,10861,33.36,-92.73,
71763,AR,4821,33.91,-92.84,
71764,AR,4719,33.42,-93.06,
71765,AR,6089,33.14,-92.33,
71766,AR,2043,33.77,-92.48,
71770,AR,8906,33.35,-93.29,
71772,AR,0,33.83,-93.13,
71801,AR,37778,33.66,-93.59,
71802,AR,0,33.66,-93.59,
71820,AR,0,33.8,-94.27,
71822,AR,25271,33.67,-94.12,
71823,AR,0,33.83,-94.12,
71825,AR,1627,33.87,-93.57,
71826,AR,2365,33.09,-93.65,
71827,AR,2020,33.35,-93.43,
71828,AR,0,33.62,-93.23,
71831,AR,0,33.75,-93.82,
71832,AR,27263,34.04,-94.34,
71833,AR,6312,34.12,-94.01,
71834,AR,3409,33.11,-93.95,
71835,AR,3386,33.72,-93.46,
71836,AR,7962,33.71,-94.39,
71837,AR,14743,33.26,-93.88,
71838,AR,2144,33.61,-93.81,
71839,AR,0,33.31,-93.75,
71840,AR,0,33.38,-93.91,
71841,AR,2015,34.16,-94.31,
71842,AR,5943,33.93,-94.35,
71845,AR,4649,33.36,-93.57,
71846,AR,7285,33.97,-94.17,
71847,AR,1701,33.91,-93.64,
71851,AR,4784,33.87,-93.92,
71852,AR,30589,33.94,-93.85,
71853,AR,1160,33.58,-94.04,
71854,AR,122664,33.45,-94.01,
71855,AR,1360,33.84,-93.71,
71857,AR,14727,33.8,-93.38,
71858,AR,3492,33.58,-93.27,
71859,AR,890,33.77,-93.88,
71860,AR,6269,33.35,-93.49,
71861,AR,7161,33.1,-93.46,
71862,AR,2009,33.77,-93.68,
71864,AR,0,33.51,-93.29,
71865,AR,0,33.74,-94.15,
71866,AR,1770,33.83,-94.35,
71901,AR,106730,34.5,-93.05,
71902,AR,0,34.5,-93.05,
71903,AR,0,34.5,-93.05,
71909,AR,100608,34.66,-93,
71910,AR,0,34.66,-93,
71913,AR,182991,34.45,-93.1,
71914,AR,0,34.5,-93.05,
71920,AR,0,34.24,-93.36,
71921,AR,8755,34.26,-93.46,
71922,AR,0,34.03,-93.42,
71923,AR,49096,34.12,-93.07,
71929,AR,16154,34.33,-93.19,
71932,AR,0,34.54,-94.1,
71933,AR,4108,34.44,-93.34,
71935,AR,1422,34.41,-93.64,
71937,AR,4216,34.43,-94.4,
71940,AR,3909,34.02,-93.5,
71941,AR,5648,34.2,-92.93,
71942,AR,0,34.22,-93,
71943,AR,12273,34.33,-93.54,
71944,AR,1745,34.24,-94.32,
71945,AR,2749,34.48,-94.37,
71949,AR,5062,34.7,-93.21,
71950,AR,2288,34.26,-93.72,
71952,AR,0,34.3,-93.84,
71953,AR,42019,34.58,-94.23,
71956,AR,4387,34.57,-93.17,
71957,AR,9695,34.55,-93.63,
71958,AR,7618,34.06,-93.69,
71959,AR,1834,34.24,-93.93,
71960,AR,2705,34.45,-93.67,
71961,AR,2667,34.62,-93.78,
71962,AR,2105,34,-93.33,
71964,AR,13676,34.43,-93.3,
71965,AR,944,34.65,-93.74,
71966,AR,0,34.62,-93.78,
71968,AR,17350,34.52,-93.32,
71969,AR,675,34.66,-93.66,
71970,AR,1421,34.67,-93.49,
71971,AR,1221,34.28,-94.11,
71972,AR,1074,34.38,-94.28,
71973,AR,2868,34.29,-94.33,
71998,AR,0,34.13,-93.06,
71999,AR,0,34.13,-93.06,
72001,AR,1093,35.04,-92.89,
72002,AR,78487,34.63,-92.44,
72003,AR,3077,34.4,-91.41,
72004,AR,2619,34.31,-91.84,
72005,AR,0,35.56,-91.11,
72006,AR,5900,35.28,-91.36,
72007,AR,40195,34.99,-91.98,
72010,AR,18297,35.3,-91.57,
72011,AR,17750,34.55,-92.52,
72012,AR,45807,35.07,-91.89,
72013,AR,5709,35.42,-92.41,
72014,AR,0,35.43,-91.11,
72015,AR,97948,34.56,-92.57,
72016,AR,11512,34.99,-92.63,
72017,AR,1651,34.9,-91.42,
72018,AR,0,34.56,-92.57,
72019,AR,151822,34.61,-92.65,
72020,AR,9638,35.42,-91.45,
72021,AR,10200,34.88,-91.18,
72022,AR,76660,34.61,-92.49,
72023,AR,162122,34.96,-92.02,
72024,AR,12712,34.78,-91.74,
72025,AR,2491,35.02,-93.04,
72026,AR,950,34.5,-91.3,
72027,AR,4118,35.4,-92.56,
72028,AR,0,35.51,-92.42,
72029,AR,4477,34.69,-91.3,
72030,AR,1558,35.36,-92.7,
72031,AR,20574,35.58,-92.45,
72032,AR,115741,35.07,-92.36,
72033,AR,0,35.08,-92.45,
72034,AR,227444,35.05,-92.5,
72035,AR,0,35.08,-92.46,
72036,AR,1197,35,-91.25,
72037,AR,0,34.54,-91.87,
72038,AR,0,34.45,-91.24,
72039,AR,6793,35.36,-92.4,
72040,AR,7912,34.97,-91.5,
72041,AR,3819,34.78,-91.46,
72042,AR,16488,34.28,-91.33,
72043,AR,0,35.64,-91.25,
72044,AR,3103,35.64,-92.19,
72045,AR,4839,35.13,-92.03,
72046,AR,12737,34.54,-91.96,
72047,AR,3812,35.2,-92.2,
72048,AR,0,34.19,-91.13,
72051,AR,1404,35.76,-92.3,
72052,AR,0,35.13,-91.78,
72053,AR,0,34.65,-92.24,
72055,AR,2979,34.11,-91.37,
72057,AR,3582,34.11,-92.3,
72058,AR,76490,35.22,-92.38,
72059,AR,0,35.14,-91.32,
72060,AR,1580,35.12,-91.64,
72061,AR,1450,35.32,-92.33,
72063,AR,5602,35.28,-92.79,
72064,AR,8367,34.78,-91.57,
72065,AR,21929,34.53,-92.25,
72066,AR,0,34.98,-91.74,
72067,AR,9157,35.56,-92.2,
72068,AR,1198,35.19,-91.71,
72069,AR,3303,34.59,-91.2,
72070,AR,5066,35.03,-92.69,
72072,AR,1251,34.54,-91.75,
72073,AR,3285,34.42,-91.7,
72074,AR,0,35.05,-91.12,
72075,AR,0,35.64,-91.3,
72076,AR,111680,34.86,-92.12,
72078,AR,0,34.86,-92.12,
72079,AR,2515,34.39,-92.17,
72080,AR,1720,35.39,-92.8,
72081,AR,20840,35.27,-91.64,
72082,AR,3036,35.23,-91.67,
72083,AR,0,34.59,-92.01,
72084,AR,3051,34.16,-92.59,
72085,AR,0,35.36,-91.83,
72086,AR,37141,34.78,-91.89,
72087,AR,6219,34.54,-92.81,
72088,AR,7697,35.6,-92.26,
72089,AR,0,34.61,-92.49,
72099,AR,0,34.9,-92.14,
72101,AR,9686,35.25,-91.19,
72102,AR,8013,35.11,-91.82,
72103,AR,40847,34.59,-92.38,
72104,AR,65858,34.37,-92.81,
72106,AR,20249,34.97,-92.41,
72107,AR,0,35.14,-92.54,
72108,AR,0,34.69,-91.07,
72110,AR,39217,35.15,-92.74,
72111,AR,4881,35.22,-92.13,
72112,AR,25181,35.62,-91.23,
72113,AR,147655,34.85,-92.41,
72114,AR,20538,34.76,-92.26,
72115,AR,0,34.78,-92.25,
72116,AR,127392,34.78,-92.25,
72117,AR,34507,34.78,-92.14,
72118,AR,66222,34.84,-92.33,
72119,AR,0,34.83,-92.29,
72120,AR,169292,34.83,-92.2,
72121,AR,7922,35.42,-91.83,
72122,AR,7157,34.8,-92.85,
72123,AR,0,35.26,-91.24,
72124,AR,0,34.78,-92.25,
72125,AR,2213,35.04,-92.79,
72126,AR,11690,35,-92.8,
72127,AR,7634,35.16,-92.64,
72128,AR,2709,34.32,-92.64,
72129,AR,4998,34.31,-92.54,
72130,AR,1174,35.66,-92.06,
72131,AR,15684,35.38,-92.21,
72132,AR,13529,34.44,-92.18,
72133,AR,0,34.14,-91.53,
72134,AR,1450,34.63,-91.38,
72135,AR,23693,34.89,-92.52,
72136,AR,5700,35.21,-92.06,
72137,AR,7123,35.33,-92.07,
72139,AR,0,35.36,-91.51,
72140,AR,854,34.37,-91.13,
72141,AR,966,35.52,-92.66,
72142,AR,12458,34.68,-92.12,
72143,AR,125046,35.24,-91.73,
72145,AR,0,35.24,-91.73,
72149,AR,0,35.25,-91.73,
72150,AR,49153,34.3,-92.4,
72152,AR,1049,34.38,-91.95,
72153,AR,6825,35.64,-92.31,
